Year,Week,Address Block,Trap,Trap type,Date,Mosquito number,WNV Present,Species,Lat,Lon,Month
2019,38,35XX W 51ST ST,T062,GRAVID,2019-09-19 00:09:00,6,negative,CULEX RESTUANS,41.800597087,-87.711730345,9
2019,38,13XX N LARAMIE AVE,T230,GRAVID,2019-09-19 00:09:00,2,negative,CULEX RESTUANS,41.904773448,-87.755685753,9
2019,38,41XX N OAK PARK AVE,T002,GRAVID,2019-09-19 00:09:00,2,negative,CULEX RESTUANS,41.956298856,-87.797517445,9
2019,38,14XX N HUMBOLDT DR,T033,GRAVID,2019-09-19 00:09:00,1,negative,CULEX TERRITANS,41.907284873,-87.701394637,9
2019,38,131XX S BRANDON AVE,T209,GRAVID,2019-09-19 00:09:00,2,negative,CULEX RESTUANS,41.657068876,-87.546048865,9
2019,38,45XX N CAMPBELL AVE,T220,GRAVID,2019-09-19 00:09:00,4,negative,CULEX RESTUANS,41.964405454,-87.691370391,9
2019,38,71XX N HARLEM AVE,T233,GRAVID,2019-09-19 00:09:00,2,negative,CULEX RESTUANS,42.010643274,-87.8067973,9
2019,38,71XX S SOUTH SHORE DR,T079,GRAVID,2019-09-19 00:09:00,4,negative,CULEX RESTUANS,41.765752525,-87.562465208,9
2019,38,100XX W OHARE AIRPORT,T905,GRAVID,2019-09-19 00:09:00,2,negative,CULEX TERRITANS,41.97773755569391,-87.88096903051245,9
2019,38,1XX N CENTRAL PARK DR,T030B,SENTINEL,2019-09-19 00:09:00,3,negative,CULEX RESTUANS,41.883711295,-87.716092092,9
2019,38,100XX W OHARE AIRPORT,T905,GRAVID,2019-09-19 00:09:00,4,negative,CULEX RESTUANS,41.97773755569391,-87.88096903051245,9
2019,38,119XX S ASHLAND AVE,T090,GRAVID,2019-09-19 00:09:00,5,negative,CULEX RESTUANS,41.676887316,-87.661221926,9
2019,38,71XX S SOUTH SHORE DR,T079,GRAVID,2019-09-19 00:09:00,4,negative,CULEX TERRITANS,41.765752525,-87.562465208,9
2019,38,22XX N CANNON DR,T054B,GRAVID,2019-09-19 00:09:00,1,negative,CULEX SALINARIUS,41.9220638,-87.63223306,9
2019,38,17XX W ADDISON ST,T224,GRAVID,2019-09-19 00:09:00,15,negative,CULEX PIPIENS,41.947044495,-87.673061053,9
2019,38,58XX N WESTERN AVE,T028,GRAVID,2019-09-19 00:09:00,4,negative,CULEX RESTUANS,41.987244608,-87.68941677,9
2019,38,52XX W 63RD ST,T065,GRAVID,2019-09-19 00:09:00,1,negative,CULEX RESTUANS,41.778305156,-87.754366286,9
2019,38,5XX S CENTRAL AVE,T031,GRAVID,2019-09-19 00:09:00,1,negative,CULEX PIPIENS,41.872872862,-87.764736532,9
2019,38,50XX S UNION AVE,T082,GRAVID,2019-09-19 00:09:00,1,negative,CULEX RESTUANS,41.802359309,-87.643075919,9
2019,38,17XX W 95TH ST,T094,GRAVID,2019-09-19 00:09:00,2,negative,CULEX RESTUANS,41.7212875,-87.665235702,9
2019,38,39XX S ASHLAND AVE,T074,GRAVID,2019-09-19 00:09:00,1,negative,CULEX RESTUANS,41.820858508,-87.665108095,9
2019,38,101XX S STONY ISLAND AVE,T138,GRAVID,2019-09-19 00:09:00,1,negative,CULEX RESTUANS,41.710542402,-87.584558933,9
2019,38,58XX N WESTERN AVE,T028,GRAVID,2019-09-19 00:09:00,8,negative,CULEX PIPIENS,41.987244608,-87.68941677,9
2019,38,4XX E 130TH ST,T221,GRAVID,2019-09-19 00:09:00,1,negative,CULEX RESTUANS,41.659236018,-87.612015128,9
2019,38,77XX S EBERHART AVE,T080,GRAVID,2019-09-19 00:09:00,3,negative,CULEX RESTUANS,41.754148414,-87.612721023,9
2019,38,25XX W GRAND AVE,T046B,SENTINEL,2019-09-19 00:09:00,16,negative,CULEX RESTUANS,41.891454521,-87.689762656,9
2019,38,11XX W ROOSEVELT RD,T048,GRAVID,2019-09-19 00:09:00,5,negative,CULEX RESTUANS,41.866915182,-87.654918844,9
2019,38,1XX N CENTRAL PARK DR,T030,GRAVID,2019-09-19 00:09:00,7,negative,CULEX RESTUANS,41.883771777,-87.716168365,9
2019,38,14XX N HUMBOLDT DR,T033,GRAVID,2019-09-19 00:09:00,3,negative,CULEX RESTUANS,41.907284873,-87.701394637,9
2019,38,25XX S MILLARD AVE,T152,GRAVID,2019-09-19 00:09:00,1,negative,CULEX RESTUANS,41.845715402,-87.715898597,9
2019,38,63XX W 64TH ST,T155,GRAVID,2019-09-19 00:09:00,1,negative,CULEX TERRITANS,41.776005392,-87.779407668,9
2019,38,70XX W ARMITAGE AVE,T151,GRAVID,2019-09-19 00:09:00,9,negative,CULEX RESTUANS,41.916134719,-87.801092809,9
2019,38,82XX S KOSTNER AVE,T225,GRAVID,2019-09-19 00:09:00,1,negative,CULEX RESTUANS,41.742670478,-87.731550059,9
2019,38,11XX W CHICAGO AVE,T049,GRAVID,2019-09-19 00:09:00,3,negative,CULEX RESTUANS,41.896131093,-87.656762124,9
2019,38,61XX W FULLERTON AVE,T013,GRAVID,2019-09-19 00:09:00,7,negative,CULEX RESTUANS,41.923887364,-87.778909912,9
2019,38,42XX W 65TH ST,T235,GRAVID,2019-09-19 00:09:00,2,negative,CULEX RESTUANS,41.774841115,-87.728005819,9
2019,38,17XX N PULASKI RD,T039,GRAVID,2019-09-19 00:09:00,4,negative,CULEX RESTUANS,41.913567582,-87.726300302,9
2019,38,71XX S SOUTH SHORE DR,T079,GRAVID,2019-09-19 00:09:00,1,negative,CULEX PIPIENS,41.765752525,-87.562465208,9
2019,38,3XX W 104TH ST,T095,GRAVID,2019-09-19 00:09:00,6,negative,CULEX RESTUANS,41.705327644,-87.632955365,9
2019,38,11XX W ROOSEVELT RD,T048,GRAVID,2019-09-19 00:09:00,2,negative,CULEX PIPIENS,41.866915182,-87.654918844,9
2019,38,5XX S CENTRAL AVE,T031,GRAVID,2019-09-19 00:09:00,9,negative,CULEX RESTUANS,41.872872862,-87.764736532,9
2019,37,127XX S DOTY AVE,T115,GRAVID,2019-09-12 00:09:00,10,negative,CULEX RESTUANS,41.662386728,-87.590179728,9
2019,37,61XX W FULLERTON AVE,T013,GRAVID,2019-09-12 00:09:00,6,negative,CULEX RESTUANS,41.923887364,-87.778909912,9
2019,37,58XX N PULASKI RD,T027,GRAVID,2019-09-12 00:09:00,6,negative,CULEX RESTUANS,41.986319851,-87.728378456,9
2019,37,5XX W 72ND ST,T035,GRAVID,2019-09-12 00:09:00,1,negative,CULEX RESTUANS,41.763370922,-87.637872614,9
2019,37,36XX N PITTSBURGH AVE,T011,GRAVID,2019-09-12 00:09:00,1,negative,CULEX RESTUANS,41.945961094,-87.832942473,9
2019,37,100XX W OHARE AIRPORT,T905,GRAVID,2019-09-12 00:09:00,2,negative,CULEX RESTUANS,41.97773755569391,-87.88096903051245,9
2019,37,58XX N RIDGE AVE,T231,GRAVID,2019-09-12 00:09:00,6,negative,CULEX RESTUANS,41.987880692,-87.666785075,9
2019,37,131XX S BRANDON AVE,T209,GRAVID,2019-09-12 00:09:00,2,negative,CULEX RESTUANS,41.657068876,-87.546048865,9
2019,37,11XX W CHICAGO AVE,T049,GRAVID,2019-09-12 00:09:00,7,negative,CULEX RESTUANS,41.896131093,-87.656762124,9
2019,37,4XX W 127TH,T135,GRAVID,2019-09-12 00:09:00,35,negative,CULEX RESTUANS,41.66433558418288,-87.63195638634048,9
2019,37,10XX E 67TH ST,T073,GRAVID,2019-09-12 00:09:00,1,negative,CULEX RESTUANS,41.773085401,-87.600167559,9
2019,37,5XX S CENTRAL AVE,T031,GRAVID,2019-09-12 00:09:00,10,negative,CULEX RESTUANS,41.872872862,-87.764736532,9
2019,37,21XX N CANNON DR,T054C,GRAVID,2019-09-12 00:09:00,4,negative,CULEX RESTUANS,41.921776903,-87.632140452,9
2019,37,100XX W OHARE AIRPORT,T901,GRAVID,2019-09-12 00:09:00,2,negative,CULEX RESTUANS,41.97773755569391,-87.88096903051245,9
2019,37,17XX W ADDISON ST,T224,GRAVID,2019-09-12 00:09:00,3,negative,CULEX RESTUANS,41.947044495,-87.673061053,9
2019,37,63XX W 64TH ST,T155,GRAVID,2019-09-12 00:09:00,3,negative,CULEX RESTUANS,41.776005392,-87.779407668,9
2019,37,55XX S NARRAGANSETT AVE,T242,GRAVID,2019-09-12 00:09:00,2,negative,CULEX RESTUANS,41.791689564,-87.781635971,9
2019,37,20XX N DOMINICK ST,T240,GRAVID,2019-09-12 00:09:00,2,negative,CULEX RESTUANS,41.918675754,-87.664374444,9
2019,37,35XX W 51ST ST,T062,GRAVID,2019-09-12 00:09:00,1,negative,CULEX RESTUANS,41.800597087,-87.711730345,9
2019,37,4XX E 130TH ST,T221,GRAVID,2019-09-12 00:09:00,7,negative,CULEX RESTUANS,41.659236018,-87.612015128,9
2019,37,5XX S CENTRAL AVE,T031,GRAVID,2019-09-12 00:09:00,1,negative,CULEX TERRITANS,41.872872862,-87.764736532,9
2019,37,131XX S BRANDON AVE,T209,GRAVID,2019-09-12 00:09:00,1,negative,CULEX TERRITANS,41.657068876,-87.546048865,9
2019,37,42XX W 65TH ST,T235,GRAVID,2019-09-12 00:09:00,8,positive,CULEX RESTUANS,41.774841115,-87.728005819,9
2019,37,101XX S STONY ISLAND AVE,T138,GRAVID,2019-09-12 00:09:00,5,negative,CULEX RESTUANS,41.710542402,-87.584558933,9
2019,37,28XX N FRANCISCO AVE,T147,GRAVID,2019-09-12 00:09:00,3,negative,CULEX RESTUANS,41.93279021,-87.700237884,9
2019,37,25XX W GRAND AVE,T046,GRAVID,2019-09-12 00:09:00,3,negative,CULEX RESTUANS,41.892219983,-87.691697729,9
2019,37,70XX W ARMITAGE AVE,T151,GRAVID,2019-09-12 00:09:00,8,positive,CULEX RESTUANS,41.916134719,-87.801092809,9
2019,37,1XX N CENTRAL PARK DR,T030,GRAVID,2019-09-12 00:09:00,3,negative,CULEX RESTUANS,41.883771777,-87.716168365,9
2019,37,89XX S CARPENTER ST,T159,GRAVID,2019-09-12 00:09:00,12,negative,CULEX RESTUANS,41.731446858,-87.649722253,9
2019,37,52XX W 63RD ST,T065,GRAVID,2019-09-12 00:09:00,5,negative,CULEX RESTUANS,41.778305156,-87.754366286,9
2019,37,17XX N PULASKI RD,T039,GRAVID,2019-09-12 00:09:00,15,negative,CULEX RESTUANS,41.913567582,-87.726300302,9
2019,37,71XX N HARLEM AVE,T233,GRAVID,2019-09-12 00:09:00,3,negative,CULEX RESTUANS,42.010643274,-87.8067973,9
2019,37,77XX S EBERHART AVE,T080,GRAVID,2019-09-12 00:09:00,1,negative,CULEX RESTUANS,41.754148414,-87.612721023,9
2019,37,4XX E 130TH ST,T221,GRAVID,2019-09-12 00:09:00,22,negative,CULEX PIPIENS,41.659236018,-87.612015128,9
2019,37,22XX N CANNON DR,T054A,GRAVID,2019-09-12 00:09:00,14,negative,CULEX RESTUANS,41.922736649,-87.632449967,9
2019,37,82XX S KOSTNER AVE,T225,GRAVID,2019-09-12 00:09:00,4,negative,CULEX RESTUANS,41.742670478,-87.731550059,9
2019,37,1XX N CENTRAL PARK DR,T030B,SENTINEL,2019-09-12 00:09:00,5,negative,CULEX RESTUANS,41.883711295,-87.716092092,9
2019,37,45XX N CAMPBELL AVE,T220,GRAVID,2019-09-12 00:09:00,8,positive,CULEX RESTUANS,41.964405454,-87.691370391,9
2019,37,50XX S UNION AVE,T082,GRAVID,2019-09-12 00:09:00,1,negative,CULEX RESTUANS,41.802359309,-87.643075919,9
2019,37,24XX E 105TH ST,T128,GRAVID,2019-09-12 00:09:00,6,negative,CULEX RESTUANS,41.704687214,-87.564235562,9
2019,37,25XX S MILLARD AVE,T152,GRAVID,2019-09-12 00:09:00,12,negative,CULEX RESTUANS,41.845715402,-87.715898597,9
2019,37,100XX W OHARE AIRPORT,T912,GRAVID,2019-09-12 00:09:00,3,negative,CULEX RESTUANS,41.97773755569391,-87.88096903051245,9
2019,37,4XX W 127TH,T135,GRAVID,2019-09-12 00:09:00,8,negative,CULEX PIPIENS,41.66433558418288,-87.63195638634048,9
2019,37,39XX N SPRINGFIELD AVE,T228,GRAVID,2019-09-12 00:09:00,2,negative,CULEX RESTUANS,41.953664152,-87.724987191,9
2019,37,100XX W OHARE AIRPORT,T905,GRAVID,2019-09-12 00:09:00,1,negative,CULEX TERRITANS,41.97773755569391,-87.88096903051245,9
2019,37,14XX N HUMBOLDT DR,T033,GRAVID,2019-09-12 00:09:00,7,negative,CULEX RESTUANS,41.907284873,-87.701394637,9
2019,37,11XX W ROOSEVELT RD,T048,GRAVID,2019-09-12 00:09:00,13,negative,CULEX RESTUANS,41.866915182,-87.654918844,9
2019,37,71XX S SOUTH SHORE DR,T079,GRAVID,2019-09-12 00:09:00,2,negative,CULEX RESTUANS,41.765752525,-87.562465208,9
2019,37,25XX W GRAND AVE,T046B,SENTINEL,2019-09-12 00:09:00,6,negative,CULEX RESTUANS,41.891454521,-87.689762656,9
2019,36,100XX W OHARE AIRPORT,T912,GRAVID,2019-09-05 00:09:00,5,negative,CULEX RESTUANS,41.97773755569391,-87.88096903051245,9
2019,36,89XX S CARPENTER ST,T159,GRAVID,2019-09-05 00:09:00,10,negative,CULEX RESTUANS,41.731446858,-87.649722253,9
2019,36,35XX W 51ST ST,T062,GRAVID,2019-09-05 00:09:00,1,negative,CULEX RESTUANS,41.800597087,-87.711730345,9
2019,36,109XX S COTTAGE GROVE AVE,T102,GRAVID,2019-09-05 00:09:00,4,negative,CULEX RESTUANS,41.69549407,-87.609081766,9
2019,36,100XX W OHARE AIRPORT,T901,GRAVID,2019-09-05 00:09:00,2,negative,CULEX RESTUANS,41.97773755569391,-87.88096903051245,9
2019,36,100XX W OHARE AIRPORT,T916,GRAVID,2019-09-05 00:09:00,2,negative,CULEX RESTUANS,41.97773755569391,-87.88096903051245,9
2019,36,17XX W 95TH ST,T094,GRAVID,2019-09-05 00:09:00,5,negative,CULEX RESTUANS,41.7212875,-87.665235702,9
2019,36,39XX S ASHLAND AVE,T074,GRAVID,2019-09-05 00:09:00,1,negative,CULEX TERRITANS,41.820858508,-87.665108095,9
2019,36,70XX W ARMITAGE AVE,T151,GRAVID,2019-09-05 00:09:00,5,negative,CULEX RESTUANS,41.916134719,-87.801092809,9
2019,36,4XX W 127TH,T135,GRAVID,2019-09-05 00:09:00,3,negative,CULEX RESTUANS,41.66433558418288,-87.63195638634048,9
2019,36,131XX S BRANDON AVE,T209,GRAVID,2019-09-05 00:09:00,5,negative,CULEX RESTUANS,41.657068876,-87.546048865,9
2019,36,17XX N PULASKI RD,T039,GRAVID,2019-09-05 00:09:00,4,negative,CULEX RESTUANS,41.913567582,-87.726300302,9
2019,36,100XX W OHARE,T903,GRAVID,2019-09-05 00:09:00,2,negative,CULEX PIPIENS,41.97773755569391,-87.88096903051245,9
2019,36,12XX W GREENLEAF AVE,T018,GRAVID,2019-09-05 00:09:00,1,negative,CULEX RESTUANS,42.010529289,-87.660845069,9
2019,36,101XX S STONY ISLAND AVE,T138,GRAVID,2019-09-05 00:09:00,1,negative,CULEX TERRITANS,41.710542402,-87.584558933,9
2019,36,61XX W FULLERTON AVE,T013,GRAVID,2019-09-05 00:09:00,13,positive,CULEX RESTUANS,41.923887364,-87.778909912,9
2019,36,71XX S SOUTH SHORE DR,T079,GRAVID,2019-09-05 00:09:00,1,negative,CULEX TERRITANS,41.765752525,-87.562465208,9
2019,36,100XX W OHARE AIRPORT,T913,GRAVID,2019-09-05 00:09:00,3,negative,CULEX RESTUANS,41.97773755569391,-87.88096903051245,9
2019,36,11XX W ROOSEVELT RD,T048,GRAVID,2019-09-05 00:09:00,2,negative,CULEX RESTUANS,41.866915182,-87.654918844,9
2019,36,14XX N HUMBOLDT DR,T033,GRAVID,2019-09-05 00:09:00,4,negative,CULEX RESTUANS,41.907284873,-87.701394637,9
2019,36,4XX E 130TH ST,T221,GRAVID,2019-09-05 00:09:00,3,negative,CULEX RESTUANS,41.659236018,-87.612015128,9
2019,36,127XX S DOTY AVE,T115,GRAVID,2019-09-05 00:09:00,1,negative,CULEX RESTUANS,41.662386728,-87.590179728,9
2019,36,37XX E 118TH ST,T212,GRAVID,2019-09-05 00:09:00,6,negative,CULEX RESTUANS,41.681034931,-87.533436467,9
2019,36,37XX S PULASKI RD,T063,GRAVID,2019-09-05 00:09:00,1,negative,CULEX RESTUANS,41.825398256,-87.723962137,9
2019,36,11XX W CHICAGO AVE,T049,GRAVID,2019-09-05 00:09:00,1,negative,CULEX TERRITANS,41.896131093,-87.656762124,9
2019,36,101XX S STONY ISLAND AVE,T138,GRAVID,2019-09-05 00:09:00,9,negative,CULEX RESTUANS,41.710542402,-87.584558933,9
2019,36,82XX S KOSTNER AVE,T225,GRAVID,2019-09-05 00:09:00,2,negative,CULEX RESTUANS,41.742670478,-87.731550059,9
2019,36,100XX W OHARE AIRPORT,T913,GRAVID,2019-09-05 00:09:00,1,negative,CULEX SALINARIUS,41.97773755569391,-87.88096903051245,9
2019,36,25XX W GRAND AVE,T046B,SENTINEL,2019-09-05 00:09:00,4,negative,CULEX RESTUANS,41.891454521,-87.689762656,9
2019,36,20XX N DOMINICK ST,T240,GRAVID,2019-09-05 00:09:00,1,negative,CULEX TERRITANS,41.918675754,-87.664374444,9
2019,36,64XX S STONY ISLAND AVE,T077,GRAVID,2019-09-05 00:09:00,1,negative,CULEX RESTUANS,41.778128858,-87.586245035,9
2019,36,24XX E 105TH ST,T128,GRAVID,2019-09-05 00:09:00,2,negative,CULEX RESTUANS,41.704687214,-87.564235562,9
2019,36,22XX W 69TH ST,T069,GRAVID,2019-09-05 00:09:00,1,negative,CULEX RESTUANS,41.768485667,-87.679463428,9
2019,36,100XX W OHARE AIRPORT,T905,GRAVID,2019-09-05 00:09:00,3,negative,CULEX RESTUANS,41.97773755569391,-87.88096903051245,9
2019,36,89XX S MUSKEGON AVE,T099,GRAVID,2019-09-05 00:09:00,6,negative,CULEX RESTUANS,41.73318788,-87.55562869,9
2019,36,25XX S MILLARD AVE,T152,GRAVID,2019-09-05 00:09:00,4,negative,CULEX RESTUANS,41.845715402,-87.715898597,9
2019,36,81XX S ASHLAND,T068,GRAVID,2019-09-05 00:09:00,1,negative,CULEX RESTUANS,41.74673231695429,-87.66372145935453,9
2019,35,70XX W ARMITAGE AVE,T151,GRAVID,2019-08-29 00:08:00,25,negative,CULEX RESTUANS,41.916134719,-87.801092809,8
2019,35,109XX S COTTAGE GROVE AVE,T102,GRAVID,2019-08-29 00:08:00,2,negative,CULEX RESTUANS,41.69549407,-87.609081766,8
2019,35,39XX S ASHLAND AVE,T074,GRAVID,2019-08-29 00:08:00,5,negative,CULEX RESTUANS,41.820858508,-87.665108095,8
2019,35,9XX W GARFIELD BLVD,T226,GRAVID,2019-08-29 00:08:00,1,negative,CULEX RESTUANS,41.794366478,-87.648925137,8
2019,35,3XX W 104TH ST,T095,GRAVID,2019-08-29 00:08:00,1,positive,CULEX TERRITANS,41.705327644,-87.632955365,8
2019,35,14XX N HUMBOLDT DR,T033,GRAVID,2019-08-29 00:08:00,4,positive,CULEX RESTUANS,41.907284873,-87.701394637,8
2019,35,61XX W FULLERTON AVE,T013,GRAVID,2019-08-29 00:08:00,1,negative,CULEX TERRITANS,41.923887364,-87.778909912,8
2019,35,91XX W HIGGINS RD,T009,GRAVID,2019-08-29 00:08:00,1,negative,CULEX RESTUANS,41.988586396,-87.854473351,8
2019,35,89XX S CARPENTER ST,T159,GRAVID,2019-08-29 00:08:00,15,negative,CULEX RESTUANS,41.731446858,-87.649722253,8
2019,35,101XX S STONY ISLAND AVE,T138,GRAVID,2019-08-29 00:08:00,7,negative,CULEX RESTUANS,41.710542402,-87.584558933,8
2019,35,11XX W ROOSEVELT RD,T048,GRAVID,2019-08-29 00:08:00,9,negative,CULEX RESTUANS,41.866915182,-87.654918844,8
2019,35,11XX W CHICAGO AVE,T049,GRAVID,2019-08-29 00:08:00,7,negative,CULEX RESTUANS,41.896131093,-87.656762124,8
2019,35,25XX S MILLARD AVE,T152,GRAVID,2019-08-29 00:08:00,1,negative,CULEX TERRITANS,41.845715402,-87.715898597,8
2019,35,100XX W OHARE AIRPORT,T913,GRAVID,2019-08-29 00:08:00,3,positive,CULEX RESTUANS,41.97773755569391,-87.88096903051245,8
2019,35,39XX S ASHLAND AVE,T074,GRAVID,2019-08-29 00:08:00,1,negative,CULEX TERRITANS,41.820858508,-87.665108095,8
2019,35,100XX W OHARE AIRPORT,T913,GRAVID,2019-08-29 00:08:00,1,negative,CULEX PIPIENS,41.97773755569391,-87.88096903051245,8
2019,35,37XX S PULASKI RD,T063,GRAVID,2019-08-29 00:08:00,1,negative,CULEX RESTUANS,41.825398256,-87.723962137,8
2019,35,11XX W CHICAGO AVE,T049,GRAVID,2019-08-29 00:08:00,1,negative,CULEX TERRITANS,41.896131093,-87.656762124,8
